INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
700455,2019,FL0502600,Palm Beach Gardens,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",21-Aug-19,1,0,2,2,0,White,Unknown,1,Simple Assault,1,Liquor Store,Anti-Black or African American,Individual,S,S
700456,2019,FL0502800,Royal Palm Beach,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2-May-19,,,1,1,0,White,Unknown,1,Destruction/Damage/Vandalism of Property,,Rental Storage Facility,Anti-Hispanic or Latino,Business,S,S
700457,2019,FL0510000,Pasco,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",21-May-19,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Gay (Male),Individual,S,S
700458,2019,FL0510000,Pasco,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",22-Jan-19,1,0,1,1,0,White,Not Hispanic or Latino,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Arab,Individual,S,S
700459,2019,FL0510200,New Port Richey,,City,FL,Florida,South Atlantic,South,5,"Cities from 10,000 thru 24,999",6-Dec-19,0,1,2,1,1,White,Unknown,1,Simple Assault,1,School-Elementary/Secondary,Anti-Black or African American,Individual,S,S
700460,2019,FL0520800,Largo,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",31-Oct-19,1,0,2,2,0,White,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
700461,2019,FL0520800,Largo,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",13-Oct-19,1,0,0,,,Unknown,Unknown,2,Intimidation,1,Restaurant,Anti-Hispanic or Latino,Business;Individual,M,S
700462,2019,FL0550000,St. Johns,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",17-Dec-19,1,0,2,2,0,White,Not Hispanic or Latino,1,Simple Assault,1,Restaurant,Anti-Black or African American,Individual,S,S
700463,2019,FL0550100,St. Augustine,,City,FL,Florida,South Atlantic,South,5,"Cities from 10,000 thru 24,999",26-Jan-19,2,0,2,2,0,White,Not Hispanic or Latino,2,Aggravated Assault,2,Residence/Home,Anti-Mormon,Individual,S,S
700464,2019,FL0560200,Port St. Lucie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",25-Nov-19,1,0,2,2,0,White,Not Hispanic or Latino,2,Intimidation,1,Church/Synagogue/Temple/Mosque,Anti-Jewish,Business;Individual,M,S
700465,2019,FL0560200,Port St. Lucie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",18-Apr-19,0,1,0,,,Unknown,Unknown,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
700466,2019,FL0560200,Port St. Lucie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",8-Jul-19,1,0,2,2,0,Unknown,Unknown,1,Intimidation,1,Residence/Home,Anti-Black or African American,Individual,S,S
700467,2019,FL0570000,Santa Rosa,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",7-Oct-19,0,1,2,1,1,White,Not Hispanic or Latino,1,Simple Assault,1,Other/Unknown,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
700468,2019,FL0580000,Sarasota,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",3-Oct-19,2,0,2,2,0,White,Unknown,2,Aggravated Assault,2,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
700470,2019,FL0580100,Sarasota,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",28-Oct-19,1,0,2,2,0,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
700469,2019,FL0580300,North Port,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",28-Jan-19,1,0,1,0,1,White,Not Hispanic or Latino,1,Simple Assault,1,School-Elementary/Secondary,Anti-Black or African American,Individual,S,S
700472,2019,FL0600000,Sumter,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",15-Feb-19,1,0,0,,,Unknown,Unknown,1,Arson,1,Residence/Home,Anti-Black or African American,Individual,S,S
700473,2019,FL0600000,Sumter,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",31-Mar-19,1,0,2,2,0,Black or African American,Unknown,1,Aggravated Assault,1,Residence/Home,Anti-Gay (Male),Individual,S,S
700471,2019,FL0640000,Volusia,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",7-Feb-19,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
700474,2019,FL0640200,DeLand,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",8-Feb-19,,,1,1,0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,,Park/Playground,Anti-Black or African American,Government,S,S
692890,2019,FLFBIJK00,Federal Bureau of Investigation,Jacksonville,Federal,FL,Florida,South Atlantic,South,7,"Cities under 2,500",12-May-19,1,0,3,3,0,White,Not Hispanic or Latino,1,Aggravated Assault,1,Restaurant,Anti-Black or African American,Individual,S,S
692951,2019,FLFBITP00,Federal Bureau of Investigation,Tampa,Federal,FL,Florida,South Atlantic,South,7,"Cities under 2,500",24-Sep-19,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Government/Public Building,Anti-Black or African American,Individual,S,S
727695,2019,FLFBITP00,Federal Bureau of Investigation,Tampa,Federal,FL,Florida,South Atlantic,South,7,"Cities under 2,500",4-Sep-19,1,0,0,0,0,Unknown,Unknown,1,Murder and Nonnegligent Manslaughter,1,Auto Dealership New/Used,Anti-Transgender,Individual,S,S
191701,2017,MD0020100,Annapolis,,City,MD,Maryland,South Atlantic,South,4,"Cities from 25,000 thru 49,999",18-May-17,,,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,School-Elementary/Secondary,"Anti-Multiple Races, Group",Government,S,S
190801,2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",1-Jul-17,0,2,1,0,1,White,Unknown,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
191695,2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",23-Mar-17,1,2,1,0,1,White,Unknown,3,Aggravated Assault,3,Field/Woods,Anti-Black or African American,Individual,S,S
191696,2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",11-Jan-17,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
191697,2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",6-Feb-17,1,0,1,1,0,White,Unknown,1,Aggravated Assault,1,Residence/Home,Anti-Gay (Male),Individual,S,S
191698,2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",6-Jan-17,2,0,1,1,0,White,Unknown,2,Simple Assault,2,Residence/Home,Anti-Lesbian (Female),Individual,S,S
191716,2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",28-May-17,1,0,1,1,0,White,Hispanic or Latino,1,Simple Assault,1,Restaurant,Anti-Transgender,Individual,S,S
191717,2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",11-May-17,1,0,1,1,0,White,Unknown,1,Aggravated Assault,1,Bar/Nightclub,Anti-Islamic (Muslim),Individual,S,S
191718,2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",27-Apr-17,2,1,0,0,0,Unknown,Unknown,3,Burglary/Breaking & Entering,3,Residence/Home,Anti-Black or African American,Individual,S,S
193058,2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",9-Aug-17,1,0,5,0,5,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-White,Individual,S,S
190762,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",7-Sep-17,1,0,1,1,0,White,Unknown,1,Aggravated Assault,1,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
191702,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",4-May-17,,,1,0,1,White,Unknown,1,Destruction/Damage/Vandalism of Property,,School-Elementary/Secondary,"Anti-Multiple Races, Group",Government,S,S
191704,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",7-Jan-17,1,0,1,1,0,White,Unknown,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
191705,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",16-Jan-17,1,0,1,1,0,White,Unknown,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Islamic (Muslim),Individual,S,S
191709,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",10-Mar-17,,,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,School-College/University,Anti-Transgender,Government,S,S
191711,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",8-Mar-17,,,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,School-College/University,Anti-Transgender,Government,S,S
191713,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",10-Mar-17,,,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,School-College/University,Anti-Transgender,Government,S,S
191714,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",10-Mar-17,,,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,School-College/University,Anti-Transgender,Government,S,S
194387,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",30-Sep-17,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Drug Store/Doctor's Office/Hospital,Anti-Black or African American,Individual,S,S
194388,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",16-Sep-17,1,0,1,1,0,White,Unknown,1,Aggravated Assault,1,Residence/Home,Anti-Black or African American,Individual,S,S
191687,2017,MD0030400,University of Maryland:,Baltimore County,University or College,MD,Maryland,South Atlantic,South,7,"Cities under 2,500",22-May-17,,,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Government/Public Building,Anti-Jewish,Government,S,S
191693,2017,MD0030400,University of Maryland:,Baltimore County,University or College,MD,Maryland,South Atlantic,South,7,"Cities under 2,500",14-Jan-17,,,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,School-College/University,Anti-Jewish,Government,S,S
194474,2017,MD0030400,University of Maryland:,Baltimore County,University or College,MD,Maryland,South Atlantic,South,7,"Cities under 2,500",25-Sep-17,,,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,School-College/University,Anti-Jewish,Government,S,S
190797,2017,MD0040800,State Fire Marshal,,Other State Agency,MD,Maryland,South Atlantic,South,7,"Cities under 2,500",2-Feb-17,1,,1,1,,Unknown,Unknown,1,Simple Assault,1,Church/Synagogue/Temple/Mosque,"Anti-Jewish;Anti-Multiple Religions, Group",Individual,S,M
191694,2017,MD0041200,Transit Administration,,Other State Agency,MD,Maryland,South Atlantic,South,7,"Cities under 2,500",27-Jan-17,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Other/Unknown,Anti-Gay (Male),Individual,S,S
194574,2017,MD0041200,Transit Administration,,Other State Agency,MD,Maryland,South Atlantic,South,7,"Cities under 2,500",20-Dec-17,1,0,1,0,1,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
191688,2017,MD0070600,Taneytown,,City,MD,Maryland,South Atlantic,South,6,"Cities from 2,500 thru 9,999",21-Mar-17,,,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
191689,2017,MD0070800,Westminster,,City,MD,Maryland,South Atlantic,South,5,"Cities from 10,000 thru 24,999",26-May-17,,1,2,0,2,White,Not Hispanic or Latino,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
191690,2017,MD0110000,Frederick,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",28-May-17,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
191700,2017,MD0130000,Harford,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",3-Mar-17,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
191715,2017,MD0130100,Aberdeen,,City,MD,Maryland,South Atlantic,South,5,"Cities from 10,000 thru 24,999",4-Feb-17,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
190803,2017,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",24-Jul-17,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Shopping Mall,Anti-Jewish,Individual,S,S
194384,2017,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",14-Mar-17,1,0,2,2,0,Black or African American,Unknown,1,Aggravated Assault,1,Grocery/Supermarket,Anti-Islamic (Muslim),Individual,S,S
393604,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",16-Dec-17,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
393605,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",14-Jul-17,0,0,0,,,Unknown,Unknown,1,All Other Larceny,0,Church/Synagogue/Temple/Mosque,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Religious Organization,S,S
393607,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",13-Aug-17,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Islamic (Muslim),Individual,S,S
393610,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",26-Jun-17,2,0,0,,,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,2,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
393611,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",16-Jun-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Business,S,S
393617,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",22-Jun-17,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
393618,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",29-May-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,School/College,"Anti-Multiple Religions, Group",Government,S,S
393619,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",2-Jun-17,1,0,0,,,Unknown,Unknown,1,Intimidation,1,School/College,Anti-Jewish,Individual,S,S
393621,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",6-Aug-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Field/Woods,"Anti-Multiple Races, Group",Government,S,S
393622,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",27-Jul-17,2,0,1,1,0,White,Unknown,2,Simple Assault,2,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
393623,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",30-Jun-17,1,0,1,1,0,White,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Jewish,Individual,S,S
393624,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",27-Aug-17,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
393625,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",17-May-17,1,0,1,1,0,White,Unknown,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
393626,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",13-Nov-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,School/College,Anti-Black or African American,Government,S,S
393627,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",20-Aug-17,2,0,0,,,Unknown,Unknown,3,Destruction/Damage/Vandalism of Property,2,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Government;Individual,M,S
393628,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",1-Dec-17,2,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Jewish,Individual,S,S
393631,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",13-Nov-17,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
393632,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",12-Jun-17,1,0,1,0,1,Black or African American,Unknown,1,Intimidation,1,Residence/Home,Anti-Gay (Male),Individual,S,S
393633,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",15-Jun-17,1,0,0,,,Unknown,Unknown,1,Intimidation,1,Residence/Home,Anti-Black or African American,Individual,S,S
393635,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",21-Jun-17,1,0,0,,,Unknown,Unknown,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
393636,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",14-Apr-17,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Grocery/Supermarket,Anti-Gay (Male),Individual,S,S
393637,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",15-Jun-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Government,S,S
393638,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",31-Aug-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,"Anti-Multiple Races, Group",Government,S,S
393639,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",6-Jun-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Black or African American,Business,S,S
393640,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",13-Jun-17,0,0,1,0,1,White,Unknown,1,Destruction/Damage/Vandalism of Property,0,School/College,Anti-Black or African American,Government,S,S
393642,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",6-Jun-17,1,0,1,1,0,White,Unknown,1,Intimidation,1,Other/Unknown,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
393645,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",26-Sep-17,0,1,1,0,1,White,Unknown,1,Intimidation,1,School/College,Anti-Black or African American,Individual,S,S
393646,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",10-May-17,1,0,1,0,1,Black or African American,Unknown,2,Intimidation;Weapon Law Violations,1,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual;Society/Public,M,S
393648,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",13-Apr-17,1,0,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
393649,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",30-Nov-17,0,0,1,0,1,White,Unknown,1,Destruction/Damage/Vandalism of Property,0,School/College,Anti-Jewish,Government,S,S
393650,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",19-Jul-17,1,1,1,1,0,White,Unknown,2,Intimidation,2,Residence/Home,Anti-Black or African American,Individual,S,S
393651,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",20-Oct-17,0,0,2,0,2,White,Unknown,1,Shoplifting,0,Specialty Store,Anti-Male,Business,S,S
393653,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",1-Jul-17,1,0,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
393654,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",21-Sep-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Commercial/Office Building,Anti-Jewish,Unknown,S,S
393656,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",10-Aug-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Black or African American,Other,S,S
393657,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",23-Jun-17,1,0,3,3,0,Black or African American,Unknown,1,All Other Larceny,1,Residence/Home,Anti-Black or African American,Individual,S,S
393658,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",18-Jun-17,1,0,0,,,Unknown,Unknown,1,Intimidation,1,Government/Public Building,Anti-Black or African American,Individual,S,S
393660,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",23-May-17,0,0,2,2,0,White,Unknown,1,Burglary/Breaking & Entering,0,School/College,Anti-Black or African American,Business,S,S
393661,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",17-Jun-17,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
393662,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",3-Oct-17,0,1,3,2,1,Black or African American,Unknown,1,Simple Assault,1,School/College,Anti-Black or African American,Individual,S,S
393665,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",24-Jun-17,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
393667,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",23-Sep-17,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
393668,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",10-Sep-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,"Anti-Multiple Races, Group",Business,S,S
393670,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",2-Sep-17,1,0,3,0,3,White,Unknown,1,Arson,1,Other/Unknown,Anti-Black or African American,Individual,S,S
393672,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",28-Dec-17,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Parking/Drop Lot/Garage,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
393673,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",4-Oct-17,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Field/Woods,Anti-Black or African American,Individual,S,S
